timestamp,elapsed_sec,host,asset_id,health_score,level_of_trust,historical_average
1781165940.323,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/net,100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781165940.324,39.32,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0
1781165950.407,49.4,host1,/node[name=host1],100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm,100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781165950.409,49.4,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781165950.409,49.41,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781165950.409,49.41,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781165950.409,49.41,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781165950.409,49.41,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781165950.409,49.41,host1,/node[name=host1]/bm/net,100,100.0,100.0
1781165950.409,49.41,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781165950.409,49.41,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781165950.409,49.41,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781165950.409,49.41,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781165950.409,49.41,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1],100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1]/bm,100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0
1781165960.444,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/net,100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781165960.445,59.44,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0
1781165970.502,69.5,host1,/node[name=host1],100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm,100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781165970.503,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/net,100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781165970.504,69.5,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0
1781165980.569,79.57,host1,/node[name=host1],100,100.0,100.0
1781165980.569,79.57,host1,/node[name=host1]/bm,100,100.0,100.0
1781165980.569,79.57,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781165980.569,79.57,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781165980.569,79.57,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781165980.569,79.57,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781165980.569,79.57,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781165980.569,79.57,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781165980.57,79.57,host1,/node[name=host1]/bm/net,100,100.0,100.0
1781165980.571,79.57,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781165980.571,79.57,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781165980.571,79.57,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781165980.571,79.57,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781165980.571,79.57,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0
1781165990.613,89.61,host1,/node[name=host1],100,100.0,100.0
1781165990.613,89.61,host1,/node[name=host1]/bm,100,100.0,100.0
1781165990.613,89.61,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781165990.615,89.61,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781165990.615,89.61,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781165990.615,89.61,host1,/node[name=host1]/bm/net,98,99.2,100.0
1781165990.615,89.61,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781165990.615,89.61,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781165990.615,89.61,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781165990.615,89.61,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781165990.615,89.61,host1,/node[name=host1]/bm/net/if[name=enp0s9],90,96.0,100.0
1781166000.659,99.66,host1,/node[name=host1],100,100.0,100.0
1781166000.659,99.66,host1,/node[name=host1]/bm,100,100.0,100.0
1781166000.659,99.66,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781166000.659,99.66,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781166000.659,99.66,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781166000.66,99.66,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781166000.66,99.66,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781166000.66,99.66,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781166000.66,99.66,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
1781166000.66,99.66,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0
1781166000.66,99.66,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781166000.66,99.66,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781166000.66,99.66,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781166000.66,99.66,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781166000.661,99.66,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781166000.661,99.66,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781166000.661,99.66,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781166000.661,99.66,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781166000.661,99.66,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781166000.661,99.66,host1,/node[name=host1]/bm/net,98,99.0,99.67
1781166000.661,99.66,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781166000.661,99.66,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781166000.661,99.66,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781166000.661,99.66,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781166000.661,99.66,host1,/node[name=host1]/bm/net/if[name=enp0s9],90,95.0,98.33
1781166010.704,109.7,host1,/node[name=host1],100,100.0,100.0
1781166010.704,109.7,host1,/node[name=host1]/bm,100,100.0,100.0
1781166010.704,109.7,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781166010.705,109.7,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781166010.706,109.7,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781166010.706,109.7,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781166010.706,109.7,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781166010.706,109.7,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781166010.706,109.7,host1,/node[name=host1]/bm/net,98,98.8,99.33
1781166010.706,109.7,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781166010.706,109.7,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781166010.706,109.7,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781166010.706,109.7,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781166010.706,109.7,host1,/node[name=host1]/bm/net/if[name=enp0s9],90,94.0,96.67
1781166020.745,119.74,host1,/node[name=host1],99,99.6,100.0
1781166020.745,119.74,host1,/node[name=host1]/bm,99,99.6,100.0
1781166020.746,119.74,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781166020.746,119.74,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781166020.746,119.74,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781166020.746,119.74,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781166020.746,119.74,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781166020.746,119.74,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781166020.746,119.74,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
1781166020.746,119.74,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0
1781166020.746,119.74,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/net,91,95.8,99.0
1781166020.747,119.74,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781166020.747,119.74,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781166020.748,119.74,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781166020.748,119.74,host1,/node[name=host1]/bm/net/if[name=enp0s9],40,73.0,95.0
1781166030.795,129.79,host1,/node[name=host1],99,99.5,99.83
1781166030.795,129.79,host1,/node[name=host1]/bm,99,99.5,99.83
1781166030.795,129.79,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781166030.795,129.79,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781166030.795,129.79,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781166030.795,129.79,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781166030.795,129.79,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781166030.795,129.79,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781166030.796,129.79,host1,/node[name=host1]/bm/net,91,94.9,97.5
1781166030.797,129.79,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781166030.797,129.79,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781166030.797,129.79,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781166030.797,129.79,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781166030.797,129.79,host1,/node[name=host1]/bm/net/if[name=enp0s9],40,67.0,85.0
1781166040.839,139.84,host1,/node[name=host1],99,99.4,99.67
1781166040.839,139.84,host1,/node[name=host1]/bm,99,99.4,99.67
1781166040.839,139.84,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781166040.839,139.84,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0
1781166040.84,139.84,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0
1781166040.841,139.84,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0
1781166040.841,139.84,host1,/node[name=host1]/bm/mem,100,100.0,100.0
1781166040.841,139.84,host1,/node[name=host1]/bm/proc,100,100.0,100.0
1781166040.841,139.84,host1,/node[name=host1]/bm/net,91,94.0,96.0
1781166040.841,139.84,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0
1781166040.841,139.84,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0
1781166040.841,139.84,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0
1781166040.841,139.84,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0
1781166040.841,139.84,host1,/node[name=host1]/bm/net/if[name=enp0s9],40,61.0,75.0
1781166050.868,149.86,host1,/node[name=host1],99,99.3,99.5
1781166050.869,149.87,host1,/node[name=host1]/bm,99,99.3,99.5
1781166050.869,149.87,host1,/node[name=host1]/bm/cpus,100,100.0,100.0
1781166050.869,149.87,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0
1781166050.869,149.87,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0
1781166050.869,149.87,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0
1781166050.869,149.87,host1,/node[name=host1]/bm/sensors,100,100.0,100.0
1781166050.869,149.87,host1,/node[name=host1]/bm/disks,100,100.0,100.0
1781166050.869,149.87,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0
