timestamp,elapsed_sec,host,asset_id,health_score,level_of_trust,historical_average,source_file,timestamp_dt
1781165931.244,30.24,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:18:51.243999958
1781165931.244,30.24,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:18:51.243999958
1781165940.323,39.32,host1,/node[name=host1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.323,39.32,host1,/node[name=host1]/bm,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.323,39.32,host1,/node[name=host1]/bm/cpus,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.323,39.32,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.323,39.32,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.323,39.32,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.323,39.32,host1,/node[name=host1]/bm/sensors,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.323,39.32,host1,/node[name=host1]/bm/disks,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.323,39.32,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.323,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.323,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.322999954
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/mem,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/proc,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/net,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165940.324,39.32,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:00.323999882
1781165950.407,49.4,host1,/node[name=host1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407000065
1781165950.408,49.4,host1,/node[name=host1]/bm,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/cpus,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/sensors,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/disks,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.408,49.4,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.407999992
1781165950.409,49.4,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165950.409,49.41,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165950.409,49.41,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165950.409,49.41,host1,/node[name=host1]/bm/mem,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165950.409,49.41,host1,/node[name=host1]/bm/proc,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165950.409,49.41,host1,/node[name=host1]/bm/net,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165950.409,49.41,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165950.409,49.41,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165950.409,49.41,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165950.409,49.41,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165950.409,49.41,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:10.408999920
1781165960.444,59.44,host1,/node[name=host1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.444,59.44,host1,/node[name=host1]/bm,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.444,59.44,host1,/node[name=host1]/bm/cpus,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.444,59.44,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.444,59.44,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.444,59.44,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.444,59.44,host1,/node[name=host1]/bm/sensors,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.444,59.44,host1,/node[name=host1]/bm/disks,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.444,59.44,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.444,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.444,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444000006
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/mem,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/proc,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/net,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165960.445,59.44,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:20.444999933
1781165970.502,69.5,host1,/node[name=host1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.502000093
1781165970.503,69.5,host1,/node[name=host1]/bm,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.503,69.5,host1,/node[name=host1]/bm/cpus,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.503,69.5,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.503,69.5,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.503,69.5,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.503,69.5,host1,/node[name=host1]/bm/sensors,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.503,69.5,host1,/node[name=host1]/bm/disks,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.503,69.5,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.503,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.503,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.503,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503000020
1781165970.504,69.5,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/mem,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/proc,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/net,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165970.504,69.5,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:30.503999949
1781165980.569,79.57,host1,/node[name=host1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569000006
1781165980.569,79.57,host1,/node[name=host1]/bm,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569000006
1781165980.569,79.57,host1,/node[name=host1]/bm/cpus,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569000006
1781165980.569,79.57,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569000006
1781165980.569,79.57,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569000006
1781165980.569,79.57,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569000006
1781165980.569,79.57,host1,/node[name=host1]/bm/sensors,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569000006
1781165980.569,79.57,host1,/node[name=host1]/bm/disks,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569000006
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/mem,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/proc,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.57,79.57,host1,/node[name=host1]/bm/net,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.569999933
1781165980.571,79.57,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.571000099
1781165980.571,79.57,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.571000099
1781165980.571,79.57,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.571000099
1781165980.571,79.57,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.571000099
1781165980.571,79.57,host1,/node[name=host1]/bm/net/if[name=enp0s9],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:40.571000099
1781165990.613,89.61,host1,/node[name=host1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.612999916
1781165990.613,89.61,host1,/node[name=host1]/bm,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.612999916
1781165990.613,89.61,host1,/node[name=host1]/bm/cpus,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.612999916
1781165990.614,89.61,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/sensors,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/disks,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=cgroup2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop3],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=loop5],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.614,89.61,host1,/node[name=host1]/bm/disks/disk[name=systemd-1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.614000082
1781165990.615,89.61,host1,/node[name=host1]/bm/mem,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.615000010
1781165990.615,89.61,host1,/node[name=host1]/bm/proc,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.615000010
1781165990.615,89.61,host1,/node[name=host1]/bm/net,98,99.2,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.615000010
1781165990.615,89.61,host1,/node[name=host1]/bm/net/if[name=docker0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.615000010
1781165990.615,89.61,host1,/node[name=host1]/bm/net/if[name=enp0s8],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.615000010
1781165990.615,89.61,host1,/node[name=host1]/bm/net/if[name=br-858e2815bf25],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.615000010
1781165990.615,89.61,host1,/node[name=host1]/bm/net/if[name=lo],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.615000010
1781165990.615,89.61,host1,/node[name=host1]/bm/net/if[name=enp0s9],90,96.0,100.0,host1_host_timeseries.csv,2026-06-11 08:19:50.615000010
1781166000.659,99.66,host1,/node[name=host1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:20:00.658999920
1781166000.659,99.66,host1,/node[name=host1]/bm,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:20:00.658999920
1781166000.659,99.66,host1,/node[name=host1]/bm/cpus,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:20:00.658999920
1781166000.659,99.66,host1,/node[name=host1]/bm/cpus/cpu[name=cpu],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:20:00.658999920
1781166000.659,99.66,host1,/node[name=host1]/bm/cpus/cpu[name=cpu1],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:20:00.658999920
1781166000.66,99.66,host1,/node[name=host1]/bm/cpus/cpu[name=cpu0],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:20:00.660000086
1781166000.66,99.66,host1,/node[name=host1]/bm/sensors,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:20:00.660000086
1781166000.66,99.66,host1,/node[name=host1]/bm/disks,100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:20:00.660000086
1781166000.66,99.66,host1,/node[name=host1]/bm/disks/disk[name=sda2],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:20:00.660000086
1781166000.66,99.66,host1,/node[name=host1]/bm/disks/disk[name=loop4],100,100.0,100.0,host1_host_timeseries.csv,2026-06-11 08:20:00.660000086
